date_SC,trial,channel,degree_min,temp_pulled,batch_parasitoid,date_check_3day,discolor_3day,movement_3day,cocoon,stage_l_p_w_3day,date_adult,date_fungus,date_check_7day,discolor_7day,movement_7day,stage_l_p_w_7day,note,est_scp,eclose
18.2.19,d,11,0.5,-36,25,21.2.19,Y,N,N,L,.,.,.,.,.,.,.,.,N
18.2.19,d,13,0.5,-26,25,21.2.19,N,Y,Y,L,.,.,.,.,.,.,.,.,N
18.2.19,d,14,0.5,-22,25,21.2.19,N,COCC,Y,L,.,.,.,.,.,.,.,.,Y
18.2.19,d,15,0.5,-34,25,21.2.19,N,COCC,Y,L,.,.,.,.,.,.,.,.,N
18.2.19,d,c1,0.5,.,25,21.2.19,N,Y,Y,L,.,.,.,.,.,.,.,.,N
18.2.19,d,c2,0.5,.,25,21.2.19,N,Y,N,L,.,.,.,.,.,.,.,.,N
19.6.19,a,3,0.1,-4,.,24.6.19,N,.,.,L,.,.,.,.,.,.,.,.,N
19.6.19,a,4,0.1,-12,.,24.6.19,N,.,.,L,.,.,.,.,.,.,.,.,N
19.6.19,a,5,0.1,-14,.,24.6.19,N,.,.,L,.,.,.,.,.,.,.,.,Y
19.6.19,a,7,0.1,-8,.,24.6.19,N,.,.,L,.,.,.,.,.,.,.,.,N
19.6.19,a,8,0.1,-2,.,24.6.19,N,.,.,L,.,.,.,.,.,.,.,.,N
19.6.19,a,9,0.1,-20,.,24.6.19,N,.,.,L,.,.,.,.,.,.,.,.,N
19.6.19,a,10,0.1,-16,.,24.6.19,N,.,.,L,.,.,.,.,.,.,.,.,Y
19.6.19,a,11,0.1,-6,.,24.6.19,N,.,.,L,.,.,.,.,.,.,.,.,N
19.6.19,a,13,0.1,0,.,24.6.19,N,.,.,L,.,.,.,.,.,.,.,.,N
19.6.19,a,14,0.1,-10,.,24.6.19,Y,.,.,L,.,.,.,.,.,.,.,.,N
19.6.19,a,15,0.1,-18,.,24.6.19,N,.,.,L,.,.,.,.,.,.,.,.,N
19.6.19,a,c1,0.1,.,.,24.6.19,N,.,.,L,.,.,.,.,.,.,.,.,N
19.6.19,a,c2,0.1,.,.,24.6.19,N,.,.,L,.,.,.,.,.,.,.,.,Y
2.4.19,b,3,0.1,-36,B,5.4.19,N,N,N,L,.,.,8.4.19,N,N,L,.,-24.6,N
2.4.19,b,4,0.1,-26,B,5.4.19,N,Y,N,L,.,.,8.4.19,N,Y,L,.,-26,Y
2.4.19,b,5,0.1,-30,B,5.4.19,N,N,N,L,.,.,8.4.19,N,N,L,.,-23,N
2.4.19,b,7,0.1,-32,B,5.4.19,N,N,N,L,.,.,8.4.19,N,N,L,.,-24.3,N
2.4.19,b,8,0.1,-36,B,5.4.19,N,N,N,L,.,.,8.4.19,N,N,L,.,-22.3,N
2.4.19,b,9,0.1,-22,B,5.4.19,N,Y,N,L,.,.,8.4.19,N,Y,L,.,.,Y
2.4.19,b,10,0.1,-24,B,5.4.19,N,N,Y,L,.,.,8.4.19,N,N,W,.,-22.2,N
2.4.19,b,11,0.1,-36,B,5.4.19,N,N,N,L,.,.,8.4.19,N,N,L,.,-23.3,N
2.4.19,b,13,0.1,-34,B,5.4.19,N,N,Y,L,.,.,8.4.19,N,N,L,.,-24.5,N
2.4.19,b,15,0.1,-28,B,5.4.19,N,N,N,L,.,.,8.4.19,N,N,P,.,-23.8,N
2.4.19,b,c1,0.1,.,B,5.4.19,N,Y,N,L,.,.,8.4.19,N,Y,L,.,.,N
2.4.19,b,c2,0.1,.,B,5.4.19,N,Y,N,L,.,.,8.4.19,N,N,W,.,.,Y
2.4.19,b,c3,0.1,.,B,5.4.19,N,Y,N,L,.,.,8.4.19,N,Y,L,.,.,N
20.2.19,c,3,0.5,-2,26,25.2.19,N,Y,N,L,.,.,.,.,.,.,.,.,N
20.2.19,c,4,0.5,-8,26,25.2.19,N,Y,N,L,.,.,.,.,.,.,.,.,N
20.2.19,c,5,0.5,-16,26,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,.,Y
20.2.19,c,7,0.5,-6,26,25.2.19,N,N,N,L,.,.,.,.,.,.,.,.,N
20.2.19,c,8,0.5,-10,26,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,.,Y
20.2.19,c,9,0.5,-18,26,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,.,Y
20.2.19,c,10,0.5,0,26,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,.,Y
20.2.19,c,11,0.5,-12,26,25.2.19,N,N,Y,L,27.3.19,.,.,.,.,.,.,.,Y
20.2.19,c,13,0.5,-4,26,25.2.19,N,N,N,L,.,.,.,.,.,.,.,.,N
20.2.19,c,14,0.5,-20,26,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,.,Y
20.2.19,c,15,0.5,-14,26,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,.,N
20.2.19,c,c1,0.5,.,26,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,.,N
20.2.19,c,c2,0.5,.,26,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,.,Y
21.2.19,a,3,0.1,-6,26,25.2.19,Y,N,N,L,.,.,.,.,.,.,.,.,N
21.2.19,a,4,0.1,-16,26,25.2.19,N,Y,Y,L,.,.,.,.,.,.,.,.,N
21.2.19,a,5,0.1,-4,26,25.2.19,N,N,Y,P,.,.,.,.,.,.,.,.,Y
21.2.19,a,7,0.1,-10,32,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,.,Y
21.2.19,a,8,0.1,-12,26,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,.,N
21.2.19,a,9,0.1,-20,32,25.2.19,N,Y,Y,L,.,.,.,.,.,.,scp probably an artifact,-8.5,N
21.2.19,a,10,0.1,-14,26,25.2.19,N,Y,N,L,.,.,.,.,.,.,KILLED?,.,N
21.2.19,a,11,0.1,-2,26,25.2.19,N,Y,Y,L,.,.,.,.,.,.,.,.,N
21.2.19,a,13,0.1,-18,26,25.2.19,Y,N,Y,L,.,.,.,.,.,.,.,.,N
21.2.19,a,14,0.1,-8,26,25.2.19,Y,N,N,L,.,.,.,.,.,.,.,.,N
21.2.19,a,15,0.1,0,32,25.2.19,Y,N,N,L,.,.,.,.,.,.,.,.,N
21.2.19,a,c1,0.1,.,32,25.2.19,N,N,Y,L,5.4.19,.,.,.,.,.,ADULT IN COCOON,.,Y
21.2.19,a,c2,0.1,.,26,25.2.19,Y,N,N,L,.,.,.,.,.,.,.,.,Y
21.2.19,f,3,1,-32,32,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,-24.9,N
21.2.19,f,4,1,-24,32,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,-23.7,N
21.2.19,f,5,1,-30,32,25.2.19,N,N,N,L,.,.,.,.,.,.,.,-24.9,N
21.2.19,f,7,1,-34,32,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,-26,N
21.2.19,f,9,1,-36,32,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,-24.9,N
21.2.19,f,10,1,-26,32,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,-24.2,N
21.2.19,f,11,1,-38,32,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,-24.1,N
21.2.19,f,13,1,-22,32,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,.,N
21.2.19,f,14,1,-38,32,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,-25.3,N
21.2.19,f,15,1,-28,32,25.2.19,N,Y,Y,L,.,.,.,.,.,.,.,-24.8,N
21.2.19,f,c1,1,.,32,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,.,Y
21.2.19,f,c2,1,.,32,25.2.19,N,N,Y,L,27.3.19,.,.,.,.,.,.,.,N
21.2.19,f,c3,1,.,32,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,.,N
22.2.19,b,3,0.1,-37,32,25.2.19,Y,N,Y,L,.,.,.,.,.,.,.,-25.3,N
22.2.19,b,4,0.1,-37,32,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,-25.4,N
22.2.19,b,5,0.1,-28,32,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,-23,N
22.2.19,b,7,0.1,-22,32,25.2.19,N,Y,Y,L,27.3.19,.,.,.,.,.,.,.,Y
22.2.19,b,9,0.1,-30,32,25.2.19,Y,N,Y,L,.,.,.,.,.,.,.,-23.5,N
22.2.19,b,10,0.1,-24,32,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,-21.9,N
22.2.19,b,11,0.1,-26,32,25.2.19,Y,N,N,L,.,.,.,.,.,.,.,-23.8,N
22.2.19,b,13,0.1,-34,32,25.2.19,Y,N,Y,L,.,.,.,.,.,.,.,-23.2,N
22.2.19,b,14,0.1,-32,32,25.2.19,N,N,N,L,.,.,.,.,.,.,.,-24.9,N
22.2.19,b,15,0.1,-36,32,25.2.19,Y,N,Y,L,.,.,.,.,.,.,.,-23.4,N
22.2.19,b,c1,0.1,.,32,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,.,N
22.2.19,b,c2,0.1,.,32,25.2.19,N,N,Y,L,.,.,.,.,.,.,.,.,Y
22.2.19,b,c3,0.1,.,32,25.2.19,N,N,Y,L,27.3.19,.,.,.,.,.,ADULT IN COCOON,.,Y
26.3.19,b,3,0.1,-32,B,29.3.19,N,N,N,L,.,.,1.4.19,Y,N,,.,-26.6,N
26.3.19,b,4,0.1,-24,B,29.3.19,N,Y,N,L,12.4.19,.,5.4.19,N,N,W,ADULT DRY,.,Y
26.3.19,b,5,0.1,-22,B,29.3.19,N,Y,N,L,.,.,5.4.19,N,N,L,.,.,N
26.3.19,b,7,0.1,-34,B,29.3.19,N,N,N,L,.,.,5.4.19,DRY,N,L,.,-23.3,N
26.3.19,b,9,0.1,-34.5,B,29.3.19,N,N,N,L,.,.,5.4.19,DRY,N,L,.,-25.8,N
26.3.19,b,10,0.1,-26,B,29.3.19,Y,N,N,L,.,.,.,.,.,.,.,-25.7,N
26.3.19,b,11,0.1,-34.5,B,29.3.19,Y,N,N,L,.,.,.,.,.,.,.,-24.9,N
26.3.19,b,13,0.1,-28,B,29.3.19,N,N,N,L,.,.,5.4.19,N,N,L,.,-25.1,N
26.3.19,b,14,0.1,-30,B,29.3.19,Y,N,N,L,.,.,.,.,.,.,.,-25,N
26.3.19,b,15,0.1,-20,B,29.3.19,Y,N,N,L,.,.,.,.,.,.,.,.,N
26.3.19,b,c1,0.1,.,B,29.3.19,N,N,N,L,.,.,1.4.19,Y,N,.,.,.,N
26.3.19,b,c2,0.1,.,B,29.3.19,N,Y,N,L,.,.,5.4.19,N,N,L,.,.,N
26.3.19,b,c3,0.1,.,B,29.3.19,N,Y,N,L,.,.,5.4.19,N,N,L,.,.,N
26.6.19,1f,3,1,-26,.,29.6.19,Y,.,.,.,.,.,.,.,.,.,bad batch?,-26,N
26.6.19,1f,4,1,-22,.,29.6.19,Y,.,.,.,.,.,.,.,.,.,bad batch?,.,N
26.6.19,1f,5,1,-30,.,29.6.19,Y,.,.,.,.,.,.,.,.,.,bad batch?,-26.3,Y
26.6.19,1f,7,1,-32,.,29.6.19,N,.,.,.,.,.,.,.,.,.,bad batch?,-25,N
26.6.19,1f,8,1,-32,.,29.6.19,N,.,.,.,.,.,.,.,.,.,bad batch?,.,N
26.6.19,1f,9,1,-28,.,29.6.19,Y,.,.,.,.,.,.,.,.,.,bad batch?,-28,N
26.6.19,1f,10,1,-32,.,29.6.19,Y,.,.,.,.,.,.,.,.,.,bad batch?,.,N
26.6.19,1f,13,1,-24,.,29.6.19,N,.,.,.,.,.,.,.,.,.,bad batch?,-22.7,N
26.6.19,1f,14,1,-32,.,29.6.19,Y,.,.,.,.,.,.,.,.,.,bad batch?,.,N
26.6.19,1f,15,1,-32,.,29.6.19,N,.,.,.,.,.,.,.,.,.,bad batch?,-24.4,N
26.6.19,1f,c1,1,.,.,29.6.19,N,.,.,.,.,.,.,.,.,.,bad batch?,.,Y
26.6.19,1f,c2,1,.,.,29.6.19,N,.,.,.,.,.,.,.,.,.,bad batch?,.,N
26.6.19,1f,c3,1,.,.,29.6.19,N,.,.,.,.,.,.,.,.,.,bad batch?,.,N
26.6.19,2f,3,1,-30,.,29.6.19,N,.,.,.,.,.,.,.,.,.,.,-25.4,Y
26.6.19,2f,4,1,-22,.,29.6.19,N,.,.,.,.,.,.,.,.,.,.,.,Y
26.6.19,2f,5,1,-26,.,29.6.19,N,.,.,.,.,.,.,.,.,.,.,-25.3,N
26.6.19,2f,6,1,-32,.,29.6.19,Y,.,.,.,.,.,.,.,.,.,.,.,N
26.6.19,2f,7,1,-32,.,29.6.19,Y,.,.,.,.,.,.,.,.,.,.,.,N
26.6.19,2f,8,1,-32,.,29.6.19,Y,.,.,.,.,.,.,.,.,.,.,-24,Y
26.6.19,2f,9,1,-28,.,29.6.19,N,.,.,.,.,.,.,.,.,.,.,.,N
26.6.19,2f,10,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-25.2,N
26.6.19,2f,13,1,-24,.,29.6.19,N,.,.,.,.,.,.,.,.,.,.,-24,N
26.6.19,2f,14,1,-32,.,29.6.19,Y,.,.,.,.,.,.,.,.,.,.,.,N
26.6.19,2f,15,1,-32,.,29.6.19,Y,.,.,.,.,.,.,.,.,.,.,.,N
26.6.19,2f,c1,1,.,.,29.6.19,N,.,.,.,.,.,.,.,.,.,.,.,N
26.6.19,2f,c2,1,.,.,29.6.19,N,.,.,.,.,.,.,.,.,.,.,.,Y
26.6.19,2f,c3,1,.,.,29.6.19,N,.,.,.,.,.,.,.,.,.,.,.,Y
27.3.19,d,3,0.5,-36,B,1.4.19,Y,N,N,L,.,.,.,.,.,.,.,-26.7,N
27.3.19,d,4,0.5,-26,B,1.4.19,N,N,N,L,.,.,5.4.19,N,N,L,.,.,N
27.3.19,d,5,0.5,-32,B,1.4.19,N,N,N,L,.,.,5.4.19,N,N,L,.,-26.3,N
27.3.19,d,7,0.5,-37.5,B,1.4.19,Y,N,N,L,.,.,.,.,.,.,.,-25.7,N
27.3.19,d,9,0.5,-34,B,1.4.19,Y,N,N,L,.,.,.,.,.,.,.,-26.4,N
27.3.19,d,10,0.5,-30,B,1.4.19,Y,N,N,L,.,.,.,.,.,.,.,-25.7,N
27.3.19,d,11,0.5,-28,B,1.4.19,Y,N,N,L,.,.,.,.,.,.,.,-26,N
27.3.19,d,13,0.5,-37,B,1.4.19,Y,N,N,L,.,.,.,.,.,.,.,-24.4,N
27.3.19,d,14,0.5,-24,B,1.4.19,N,Y,N,L,.,.,5.4.19,N,Y,L,.,.,N
27.3.19,d,15,0.5,-22,B,1.4.19,N,N,N,L,.,.,.,.,.,.,.,-21.9,N
27.3.19,d,c1,0.5,.,B,1.4.19,N,Y,N,L,.,.,5.4.19,N,N,P,.,.,N
27.3.19,d,c2,0.5,.,B,1.4.19,N,N,N,L,.,.,5.4.19,DRY,N,L,.,.,N
27.3.19,d,c3,0.5,.,B,1.4.19,N,Y,N,L,.,.,5.4.19,N,N,W,.,.,N
28.3.19,b,3,0.1,-36,B,1.4.19,Y,N,N,L,.,.,.,.,.,.,.,-25.9,N
28.3.19,b,4,0.1,-36,B,1.4.19,Y,N,N,L,.,.,.,.,.,.,"Weirdly high exotherm, possibly due to tube being pulled out?",-4.5999999999999996,N
28.3.19,b,5,0.1,-26,B,1.4.19,Y,N,N,L,.,.,.,.,.,.,.,-25,N
28.3.19,b,7,0.1,-30,B,1.4.19,Y,N,N,L,.,.,.,.,.,.,.,-23.1,N
28.3.19,b,8,0.1,-22,B,1.4.19,N,Y,N,L,.,.,5.4.19,N,N,W,.,.,N
28.3.19,b,9,0.1,-35.5,B,1.4.19,Y,N,N,L,.,.,.,.,.,.,.,-25.5,N
28.3.19,b,10,0.1,-32,B,1.4.19,Y,N,N,L,.,.,.,.,.,.,.,-24.6,N
28.3.19,b,11,0.1,-34,B,1.4.19,Y,N,N,L,.,.,.,.,.,.,.,-25.2,N
28.3.19,b,13,0.1,-28,B,1.4.19,Y,N,N,L,.,.,.,.,.,.,.,-25.7,N
28.3.19,b,15,0.1,-24,B,1.4.19,N,N,N,L,.,.,.,.,.,.,.,-22.1,N
28.3.19,b,c1,0.1,.,B,1.4.19,N,Y,N,L,.,.,5.4.19,N,N,L,.,.,N
28.3.19,b,c2,0.1,.,B,1.4.19,N,Y,N,L,.,.,5.4.19,N,N,W,.,.,N
28.3.19,b,c3,0.1,.,B,1.4.19,N,N,N,L,.,.,5.4.19,Y,N,L,.,.,N
28.6.19,a,3,0.1,0,.,30.6.19,Y,.,.,.,.,.,.,.,.,.,bad batch?,.,N
28.6.19,a,4,0.1,-12,.,30.6.19,N,.,.,.,.,.,.,.,.,.,bad batch?,.,N
28.6.19,a,5,0.1,-10,.,30.6.19,Y,.,.,.,.,.,.,.,.,.,bad batch?,.,N
28.6.19,a,7,0.1,-4,.,30.6.19,Y,.,.,.,.,.,.,.,.,.,bad batch?,.,N
28.6.19,a,8,0.1,-14,.,30.6.19,Y,.,.,.,.,.,.,.,.,.,bad batch?,.,N
28.6.19,a,9,0.1,-16,.,30.6.19,N,.,.,.,.,.,.,.,.,.,bad batch?,.,N
28.6.19,a,10,0.1,-8,.,30.6.19,N,.,.,.,.,.,.,.,.,.,bad batch?,.,Y
28.6.19,a,13,0.1,-2,.,30.6.19,N,.,.,.,.,.,.,.,.,.,bad batch?,.,Y
28.6.19,a,14,0.1,-18,.,30.6.19,N,.,.,.,.,.,.,.,.,.,bad batch?,.,Y
28.6.19,a,c2,0.1,.,.,30.6.19,N,.,.,.,.,.,.,.,.,.,bad batch?,.,Y
3.4.19,a,3,0.1,-14,B,5.4.19,N,N,Y,L,.,.,8.4.19,N,N,L,.,.,N
3.4.19,a,4,0.1,-20,B,5.4.19,N,N,Y,L,.,.,8.4.19,N,N,W,.,.,Y
3.4.19,a,5,0.1,-8,B,5.4.19,N,N,Y,L,.,.,8.4.19,N,N,W,.,.,Y
3.4.19,a,7,0.1,-4,B,5.4.19,N,N,Y,L,.,.,8.4.19,N,N,W,.,.,Y
3.4.19,a,8,0.1,-12,B,5.4.19,N,N,Y,L,.,.,8.4.19,N,N,W,.,.,Y
3.4.19,a,9,0.1,-18,B,5.4.19,N,Y,N,L,.,.,8.4.19,N,Y,L,.,.,N
3.4.19,a,10,0.1,-2,B,5.4.19,N,Y,N,L,.,.,8.4.19,N,Y,L,.,.,N
3.4.19,a,11,0.1,-10,B,5.4.19,N,N,Y,L,.,.,8.4.19,N,N,L,.,.,N
3.4.19,a,13,0.1,-6,B,5.4.19,N,N,Y,P,.,.,8.4.19,N,N,W,.,.,N
3.4.19,a,14,0.1,0,B,5.4.19,N,N,N,L,.,.,8.4.19,N,N,L,.,.,N
3.4.19,a,15,0.1,-16,B,5.4.19,N,N,N,L,.,.,8.4.19,N,Y,L,.,.,N
3.4.19,a,c1,0.1,.,B,5.4.19,N,Y,N,L,.,.,8.4.19,N,Y,L,.,.,N
3.4.19,a,c2,0.1,.,B,5.4.19,N,Y,Y,L,.,.,8.4.19,N,N,L,.,.,N
3.4.19,c,3,0.5,-6,B,5.4.19,N,Y,N,L,.,.,8.4.19,N,N,L,.,.,N
3.4.19,c,4,0.5,-12,B,5.4.19,N,Y,Y,L,.,.,8.4.19,N,Y,L,.,.,N
3.4.19,c,5,0.5,0,B,5.4.19,N,Y,Y,L,.,.,8.4.19,N,N,L,.,.,N
3.4.19,c,7,0.5,-14,B,5.4.19,N,N,Y,L,.,.,8.4.19,N,N,W,.,.,Y
3.4.19,c,8,0.5,-2,B,5.4.19,N,N,N,L,.,.,8.4.19,N,N,L,.,.,N
3.4.19,c,9,0.5,-16,B,5.4.19,N,Y,N,L,.,.,8.4.19,N,Y,L,.,.,N
3.4.19,c,10,0.5,-4,B,5.4.19,N,N,Y,L,.,.,8.4.19,N,N,W,.,.,Y
3.4.19,c,11,0.5,-20,B,5.4.19,N,N,N,L,.,.,8.4.19,Y,N,L,.,.,N
3.4.19,c,13,0.5,-8,B,5.4.19,N,N,Y,L,12.4.19,.,8.4.19,N,N,W,ADULT IN COCOON,.,Y
3.4.19,c,14,0.5,-10,B,5.4.19,N,Y,N,L,.,.,8.4.19,N,Y,L,.,.,N
3.4.19,c,15,0.5,-18,B,5.4.19,N,Y,N,L,.,.,8.4.19,N,Y,L,.,.,N
3.4.19,c,c1,0.5,.,B,5.4.19,N,N,Y,L,12.4.19,.,8.4.19,N,N,W,ADULT IN COCOON,.,Y
3.4.19,c,c2,0.5,.,B,5.4.19,N,N,Y,L,.,.,8.4.19,DRY,N,L,,.,N
3.4.19,c,c3,0.5,.,B,5.4.19,N,N,N,L,.,.,8.4.19,Y,N,L,,.,N
3.4.19,c,c4,0.5,.,B,5.4.19,N,Y,N,L,.,.,8.4.19,N,Y,L,,.,Y
6.6.19,d,3,0.5,-32,(5),11.6.19,Y,.,Y,L,.,.,.,.,.,.,.,-25.1,Y
6.6.19,d,4,0.5,-28,(5),11.6.19,N,.,Y,L,.,.,.,.,.,.,.,.,N
6.6.19,d,5,0.5,-32,(5),11.6.19,N,.,Y,L,.,6.11.19,.,.,.,.,moldy,-24.7,Y
6.6.19,d,7,0.5,-26,(5),11.6.19,N,.,Y,L,.,.,.,.,.,.,.,-24.2,N
6.6.19,d,8,0.5,-32,(5),11.6.19,Y,.,Y,L,.,.,.,.,.,.,.,-25.9,N
6.6.19,d,9,0.5,-32,(5),11.6.19,N,.,Y,L,.,.,.,.,.,.,.,-23.5,N
6.6.19,d,10,0.5,-22,(5),11.6.19,N,.,Y,L,.,.,.,.,.,.,.,.,N
6.6.19,d,11,0.5,-24,(5),11.6.19,Y,.,Y,L,.,.,.,.,.,.,.,-20.8,N
6.6.19,d,14,0.5,-32,(5),11.6.19,N,.,Y,L,.,.,.,.,.,.,.,-26.4,N
6.6.19,d,15,0.5,-30,(5),11.6.19,N,.,Y,L,.,.,.,.,.,.,.,-20.3,Y
6.6.19,d,c1,0.5,.,(5),11.6.19,N,.,Y,L,.,.,.,.,.,.,.,.,N
6.6.19,d,c2,0.5,.,(5),11.6.19,N,.,Y,L,.,.,.,.,.,.,.,.,Y
6.6.19,d,c3,0.5,.,(5),11.6.19,N,.,Y,L,.,.,.,.,.,.,.,.,N
9.7.19,b,3,0.1,-22,.,12.7.19,N,.,.,.,.,.,.,.,.,.,.,.,N
9.7.19,b,4,0.1,-22,.,12.7.19,N,.,.,.,.,.,.,.,.,.,.,-24,N
9.7.19,b,5,0.1,-28,.,12.7.19,N,.,.,.,.,.,.,.,.,.,.,-23.4,N
9.7.19,b,6,0.1,-24,.,12.7.19,N,.,.,.,.,.,.,.,.,.,.,.,N
9.7.19,b,7,0.1,-28,.,12.7.19,N,.,.,.,.,.,.,.,.,.,.,-22.8,N
9.7.19,b,9,0.1,-28,.,12.7.19,N,.,.,.,.,.,.,.,.,.,.,.,N
9.7.19,b,9,0.1,-28,.,12.7.19,N,.,.,.,.,.,.,.,.,.,.,-24,N
9.7.19,b,10,0.1,-28,.,12.7.19,N,.,.,.,.,.,.,.,.,.,.,-23.5,N
9.7.19,b,13,0.1,-26,.,12.7.19,N,.,.,.,.,.,.,.,.,.,.,-21.3,N
9.7.19,b,14,0.1,-28,.,12.7.19,N,.,.,.,.,.,.,.,.,.,.,.,N
9.7.19,b,15,0.1,-26,.,12.7.19,N,.,.,.,.,.,.,.,.,.,.,-22.4,N
9.7.19,b,c1,0.1,.,.,12.7.19,N,.,.,.,.,.,.,.,.,.,.,.,N
9.7.19,b,c2,0.1,.,.,12.7.19,N,.,.,.,.,.,.,.,.,.,.,.,N
9.7.19,b,c3,0.1,.,.,12.7.19,N,.,.,.,.,.,.,.,.,.,.,.,N
